brand,model,type,mp,optical_zoom,digital_zoom,screen_size,price,matches
canon,t3i,digital slr,18.0,3.0,,3.0,710.0,"{'www.ebay.com//42999', 'www.ebay.com//47209', 'www.ebay.com//45966', 'www.ebay.com//44793', 'cammarkt.com//504', 'www.walmart.com//161', 'www.ebay.com//59902', 'www.ebay.com//55011', 'www.ebay.com//46223', 'www.ebay.com//53867', 'www.ebay.com//47343', 'www.gosale.com//1104', 'www.ebay.com//44334', 'www.ebay.com//54436', 'www.ebay.com//56682', 'www.gosale.com//1252', 'www.ebay.com//42645', 'www.ebay.com//47779', 'www.gosale.com//1105', 'www.ebay.com//44818', 'www.ebay.com//53738', 'www.ebay.com//54104', 'buy.net//5503', 'www.ebay.com//56745', 'www.ebay.com//54480', 'www.ebay.com//53030', 'www.ebay.com//47429', 'www.ebay.com//60895', 'www.ebay.com//44740', 'www.ebay.com//56332', 'www.ebay.com//47833', 'www.ebay.com//52821', 'www.ebay.com//59194', 'www.ebay.com//54322', 'www.ebay.com//59272', 'www.ebay.com//56124', 'www.ebay.com//53991', 'www.ebay.com//53195', 'www.ebay.com//54664', 'www.ebay.com//52972', 'www.ebay.com//48309', 'www.ebay.com//54845', 'www.ebay.com//48163', 'www.ebay.com//46286', 'www.ebay.com//54237', 'www.ebay.com//44517', 'www.ebay.com//47375', 'www.ebay.com//43084', 'www.ebay.com//52988', 'www.ebay.com//45968', 'www.ebay.com//48637', 'www.ebay.com//42286', 'www.ebay.com//43009', 'www.ebay.com//43780', 'www.ebay.com//56267', 'www.ebay.com//47602', 'www.ebay.com//55055', 'www.ebay.com//55192', 'www.ebay.com//24153', 'www.ebay.com//60687', 'www.ebay.com//47093', 'www.ebay.com//53168', 'www.ebay.com//43861', 'www.ebay.com//42485', 'www.ebay.com//60855', 'www.ebay.com//53024', 'www.ebay.com//60343', 'www.ebay.com//60740', 'www.ebay.com//55124', 'www.ebay.com//55396', 'www.ebay.com//56398', 'www.ebay.com//58951', 'cammarkt.com//262', 'www.ebay.com//57127', 'www.ebay.com//43073', 'www.buzzillions.com//2809', 'www.gosale.com//766', 'www.ebay.com//47464', 'www.ebay.com//60500', 'www.ebay.com//42636', 'www.ebay.com//53536', 'www.ebay.com//43587', 'www.ebay.com//56101', 'www.ebay.com//52710', 'www.ebay.com//41902', 'www.ebay.com//56366', 'www.ebay.com//60440', 'www.ebay.com//54716', 'www.ebay.com//59892', 'www.ebay.com//42061', 'www.ebay.com//53567', 'www.ebay.com//60685', 'www.ebay.com//47640', 'www.ebay.com//44785', 'www.ebay.com//48203', 'www.ebay.com//44432', 'www.ebay.com//48055', 'www.ebay.com//55973', 'www.ebay.com//44159', 'buy.net//6448', 'www.ebay.com//24114', 'www.ebay.com//44601', 'cammarkt.com//219', 'www.ebay.com//47528', 'www.ebay.com//45276', 'www.ebay.com//44303', 'www.ebay.com//55366', 'www.ebay.com//59199', 'www.ebay.com//45188', 'www.ebay.com//55705', 'www.ebay.com//24383', 'www.gosale.com//1073', 'www.ebay.com//55371', 'www.gosale.com//854', 'www.ebay.com//24200', 'www.ebay.com//58959', 'www.ebay.com//42938', 'www.ebay.com//42127', 'www.ebay.com//53768', 'www.ebay.com//46066', 'www.ebay.com//43219', 'cammarkt.com//460', 'www.ebay.com//43005', 'www.ebay.com//52745', 'www.ebay.com//43928', 'www.ebay.com//43985', 'www.ebay.com//59275', 'www.ebay.com//58595', 'www.ebay.com//42172', 'www.ebay.com//46996', 'www.ebay.com//43314', 'www.ebay.com//54656', 'www.ebay.com//53885', 'www.ebay.com//46278', 'www.ebay.com//44330', 'www.ebay.com//46380', 'www.ebay.com//42533', 'www.ebay.com//42002', 'www.gosale.com//800', 'www.ebay.com//59057', 'www.ebay.com//47654', 'www.ebay.com//45995', 'www.ebay.com//46566', 'www.ebay.com//56248', 'www.gosale.com//1021', 'www.ebay.com//45929', 'www.ebay.com//45236', 'www.ebay.com//57275', 'www.ebay.com//58733', 'www.ebay.com//47717', 'www.ebay.com//45199', 'www.ebay.com//59219', 'www.ebay.com//48970', 'www.ebay.com//48037', 'www.ebay.com//55204', 'www.ebay.com//54812', 'www.ebay.com//59438', 'www.ebay.com//60536', 'www.ebay.com//59041', 'www.ebay.com//53020', 'www.ebay.com//44745', 'www.ebay.com//46481', 'www.ebay.com//56518', 'www.ebay.com//58542', 'www.ebay.com//46053', 'www.ebay.com//53043', 'www.ebay.com//57954', 'www.ebay.com//53882', 'www.ebay.com//42176', 'www.ebay.com//59150', 'www.ebay.com//57584', 'www.ebay.com//46598', 'buy.net//5391', 'www.ebay.com//55426', 'www.ebay.com//43365', 'www.ebay.com//45979', 'www.gosale.com//504', 'www.ebay.com//42627', 'www.ebay.com//46544', 'www.ebay.com//46136', 'www.ebay.com//59060', 'www.ebay.com//54981', 'www.ebay.com//55827', 'www.ebay.com//46421', 'www.ebay.com//46257', 'www.ebay.com//45123', 'www.ebay.com//44828', 'www.ebay.com//43890', 'www.gosale.com//1404', 'www.ebay.com//53141'}"
canon,xsi,digital slr,12.2,,,3.0,758.3,"{'www.ebay.com//43082', 'www.ebay.com//58740', 'www.ebay.com//42825', 'www.ebay.com//60277', 'www.ebay.com//47248', 'www.ebay.com//60795', 'www.ebay.com//53397', 'www.ebay.com//24193', 'www.ebay.com//43592', 'www.ebay.com//52833', 'www.ebay.com//52737', 'www.ebay.com//59362', 'www.ebay.com//54970', 'www.ebay.com//47286', 'www.ebay.com//58357', 'www.ebay.com//58813', 'www.ebay.com//53507', 'www.ebay.com//44261', 'www.ebay.com//54593', 'www.buzzillions.com//1924', 'cammarkt.com//139', 'www.ebay.com//54707', 'www.ebay.com//44450', 'www.ebay.com//59608', 'www.ebay.com//54195', 'www.ebay.com//41881', 'www.ebay.com//55081', 'www.ebay.com//54851', 'www.ebay.com//42587', 'www.ebay.com//52808', 'www.ebay.com//54948', 'www.ebay.com//60778', 'www.ebay.com//60880', 'www.ebay.com//53136', 'www.ebay.com//53181', 'www.ebay.com//48542', 'www.ebay.com//48519', 'www.ebay.com//55056', 'www.ebay.com//45888', 'www.gosale.com//499', 'www.ebay.com//44166', 'www.ebay.com//47156', 'www.ebay.com//55970', 'www.ebay.com//57962', 'www.ebay.com//55990', 'www.ebay.com//45131', 'www.ebay.com//47678', 'www.ebay.com//44680', 'www.ebay.com//52615', 'www.ebay.com//57176', 'www.ebay.com//59668', 'www.ebay.com//54203', 'www.ebay.com//45828', 'www.ebay.com//42498', 'www.ebay.com//43746', 'www.ebay.com//48417', 'www.ebay.com//46172'}"
canon,xt,digital slr,8.0,,,1.8,1034.99,"{'www.ebay.com//58075', 'www.ebay.com//48480', 'www.ebay.com//55750', 'www.ebay.com//60822', 'www.ebay.com//57686', 'www.ebay.com//44830', 'www.ebay.com//54223', 'www.ebay.com//47100', 'www.ebay.com//59598', 'www.ebay.com//53178', 'www.ebay.com//48252', 'www.ebay.com//60049', 'www.ebay.com//59098', 'www.ebay.com//45686', 'www.ebay.com//45986', 'www.ebay.com//45839', 'www.ebay.com//46070', 'www.ebay.com//53002', 'www.ebay.com//53581', 'www.ebay.com//52635', 'www.ebay.com//56145', 'cammarkt.com//356', 'www.ebay.com//43204', 'www.ebay.com//56668', 'www.ebay.com//43680', 'www.ebay.com//60892', 'www.ebay.com//57967', 'www.ebay.com//48081', 'www.ebay.com//42439', 'www.ebay.com//44646', 'www.ebay.com//44408', 'www.ebay.com//53499', 'www.ebay.com//44835', 'www.ebay.com//42692', 'www.ebay.com//56134', 'www.ebay.com//53374', 'www.ebay.com//44770', 'www.ebay.com//54113', 'www.ebay.com//54502', 'www.ebay.com//48546', 'cammarkt.com//64', 'www.ebay.com//60146', 'cammarkt.com//53', 'www.ebay.com//56440', 'www.ebay.com//45744', 'www.ebay.com//59456', 'www.ebay.com//43063', 'www.ebay.com//45529', 'www.ebay.com//44672', 'www.ebay.com//52792', 'www.ebay.com//48038', 'www.ebay.com//42989', 'cammarkt.com//464', 'www.ebay.com//60184', 'www.ebay.com//46909', 'www.ebay.com//53170', 'www.ebay.com//56164', 'www.ebay.com//48518', 'www.ebay.com//56676', 'www.ebay.com//44591', 'www.ebay.com//42017', 'www.gosale.com//1318', 'www.ebay.com//45707', 'www.ebay.com//56730', 'www.ebay.com//24915', 'www.ebay.com//44394', 'www.ebay.com//53425', 'www.ebay.com//47810', 'www.ebay.com//47974', 'www.ebay.com//43522', 'www.ebay.com//43842', 'www.ebay.com//60680'}"
canon,1d mark iv,digital slr,16.1,,,3.0,,"{'www.ebay.com//47781', 'www.ebay.com//46014', 'www.ebay.com//56706', 'www.shopmania.in//1023', 'www.ebay.com//54901', 'www.ebay.com//60465', 'www.ebay.com//56363', 'www.ebay.com//54350', 'www.ebay.com//59532', 'www.ebay.com//53927', 'www.ebay.com//53442'}"
canon,1 ds,NULL,11.1,,,2.0,,"{'www.ebay.com//43821', 'www.ebay.com//59208'}"
canon,1ds mark ii,digital slr,16.7,,,2.0,,"{'www.ebay.com//46134', 'www.ebay.com//43971', 'www.ebay.com//46160', 'www.ebay.com//54999', 'www.ebay.com//24395', 'www.ebay.com//54376', 'www.ebay.com//60400', 'www.ebay.com//57285'}"
canon,1 dx,digital slr,18.0,,,,,{'www.ebay.com//45899'}
canon,1-5x,NULL,,,,,,{'www.eglobalcentral.co.uk//82'}
canon,1.2l,NULL,,,,,,"{'www.eglobalcentral.co.uk//175', 'www.eglobalcentral.co.uk//80'}"
canon,1.4l,NULL,,,,,,{'www.eglobalcentral.co.uk//409'}
canon,1.4x,teleconverter,,,,,,{'www.ebay.com//43150'}
canon,1000d,digital slr,10.1,,,,,"{'www.priceme.co.nz//1975', 'www.ebay.com//54727', 'www.ebay.com//47753', 'www.shopmania.in//1264', 'www.pricedekho.com//1058', 'www.ebay.com//55043', 'www.ebay.com//41948'}"
canon,100d,NULL,,,,,582.6,"{'www.priceme.co.nz//2279', 'www.eglobalcentral.co.uk//320', 'www.priceme.co.nz//1870', 'www.garricks.com.au//124', 'www.eglobalcentral.co.uk//148', 'www.priceme.co.nz//2146', 'www.shopbot.com.au//430', 'www.priceme.co.nz//1777', 'www.shopmania.in//1251', 'www.cambuy.com.au//80', 'www.garricks.com.au//74', 'www.shopbot.com.au//417', 'www.ebay.com//45456', 'www.shopbot.com.au//1334', 'www.mypriceindia.com//725', 'www.ilgs.net//124', 'www.shopmania.in//998', 'www.ebay.com//47269', 'www.cambuy.com.au//16', 'www.mypriceindia.com//39', 'www.shopbot.com.au//435', 'www.ilgs.net//141', 'www.shopbot.com.au//1251', 'www.garricks.com.au//4', 'www.priceme.co.nz//1792', 'www.ilgs.net//123', 'www.pricedekho.com//742', 'www.cambuy.com.au//75', 'www.ebay.com//44900', 'www.priceme.co.nz//1982', 'www.priceme.co.nz//1796'}"
canon,10d,digital slr,6.3,,,1.8,,"{'www.ebay.com//44694', 'www.ebay.com//47195', 'www.ebay.com//48378', 'www.ebay.com//42801', 'www.ebay.com//56073', 'www.ebay.com//52955', 'www.ebay.com//55117', 'www.ebay.com//59535', 'www.ebay.com//44210', 'www.ebay.com//53415', 'www.ebay.com//54470', 'www.ebay.com//45812', 'www.ebay.com//57038', 'www.ebay.com//52827', 'www.ebay.com//56225', 'www.ebay.com//56328', 'www.ebay.com//42395', 'www.ebay.com//53158'}"
canon,10x,compact camera,20.0,,4.0,,,"{'buy.net//6504', 'buy.net//6705', 'buy.net//5690', 'buy.net//5532'}"
canon,1100d,NULL,,,,,439.07,"{'www.pricedekho.com//766', 'www.priceme.co.nz//2034', 'www.ebay.com//54310', 'www.priceme.co.nz//2113', 'www.priceme.co.nz//2045', 'www.price-hunt.com//9922', 'www.pricedekho.com//1237', 'www.alibaba.com//29912', 'www.flipkart.com//2246', 'www.ebay.com//55219', 'www.camerafarm.com.au//824', 'www.priceme.co.nz//2019', 'www.camerafarm.com.au//745', 'www.flipkart.com//2261', 'www.shopmania.in//1155', 'www.priceme.co.nz//2263', 'www.mypriceindia.com//112', 'www.flipkart.com//2184', 'www.shopmania.in//1201', 'www.shopbot.com.au//291', 'www.shopmania.in//1111', 'www.ebay.com//58880', 'www.shopbot.com.au//1514', 'www.mypriceindia.com//34', 'www.shopbot.com.au//241', 'www.ebay.com//58851', 'www.camerafarm.com.au//788'}"
canon,1200d,NULL,,,,,374.34,"{'www.cambuy.com.au//33', 'www.shopbot.com.au//369', 'www.mypriceindia.com//27', 'www.mypriceindia.com//692', 'www.priceme.co.nz//1914', 'www.priceme.co.nz//2', 'www.cambuy.com.au//103', 'www.flipkart.com//2240', 'www.shopbot.com.au//388', 'www.flipkart.com//2182', 'www.priceme.co.nz//5', 'www.mypriceindia.com//7', 'www.pricedekho.com//1198', 'www.mypriceindia.com//33', 'www.priceme.co.nz//2246', 'www.flipkart.com//2176', 'www.shopmania.in//1338', 'www.price-hunt.com//891', 'www.mypriceindia.com//57', 'www.ebay.com//55015', 'www.eglobalcentral.co.uk//608', 'www.ilgs.net//47', 'www.eglobalcentral.co.uk//471', 'www.shopbot.com.au//402', 'www.shopmania.in//872', 'www.price-hunt.com//9820', 'www.ilgs.net//134', 'www.eglobalcentral.co.uk//385', 'www.flipkart.com//2193', 'www.price-hunt.com//9877', 'www.priceme.co.nz//2349', 'www.shopbot.com.au//271', 'www.price-hunt.com//9828', 'www.mypriceindia.com//697', 'www.shopmania.in//1311', 'www.priceme.co.nz//48'}"
canon,12x,compact camera,16.0,,4.0,,,{'buy.net//5920'}
canon,1d,digital slr,4.2,,,2.0,5704.5,"{'www.ebay.com//53752', 'www.ebay.com//24914', 'www.shopmania.in//1113', 'www.ebay.com//59935'}"
canon,1d c,NULL,,,,,,"{'www.priceme.co.nz//1710', 'www.shopbot.com.au//1446'}"
canon,1d mark i,rangefinder,4.2,,,2.5,,{'www.ebay.com//43874'}
canon,1d mark ii,digital slr,8.2,,,2.0,,"{'www.ebay.com//47839', 'www.ebay.com//54100', 'www.ebay.com//55262', 'www.ebay.com//57035', 'www.ebay.com//45564', 'www.ebay.com//44420', 'www.ebay.com//56546', 'www.ebay.com//45459', 'www.ebay.com//52880', 'www.ebay.com//53868', 'www.ebay.com//53486', 'www.ebay.com//42617', 'www.ebay.com//46619', 'www.ebay.com//59899', 'www.ebay.com//47497', 'www.ebay.com//59944', 'www.ebay.com//55754', 'www.ebay.com//47327', 'www.ebay.com//23992', 'www.ebay.com//48623', 'www.ebay.com//55778', 'www.ebay.com//60539', 'www.ebay.com//52783'}"
canon,1d mark ii n,digital slr,8.2,,,2.5,,"{'www.ebay.com//59924', 'www.ebay.com//53836', 'www.ebay.com//44706', 'www.ebay.com//56066', 'www.ebay.com//47311', 'www.ebay.com//47744', 'www.ebay.com//48425', 'www.ebay.com//60555', 'www.ebay.com//43194', 'www.ebay.com//58230', 'www.ebay.com//47061', 'www.ebay.com//41895', 'www.ebay.com//60516', 'www.ebay.com//54232', 'www.ebay.com//43591', 'www.ebay.com//53936'}"
canon,1d mark iii,digital slr,10.1,,,3.0,4485.0,"{'www.ebay.com//45735', 'www.ebay.com//45844', 'www.ebay.com//55197', 'www.ebay.com//45329', 'www.ebay.com//56228', 'www.ebay.com//54783', 'www.ebay.com//55206', 'www.ebay.com//59760', 'www.gosale.com//770', 'www.ebay.com//48544', 'www.ebay.com//58856', 'www.ebay.com//44634', 'www.ebay.com//45868', 'www.ebay.com//42887', 'www.ebay.com//53138', 'www.ebay.com//59066'}"
canon,1d x,digital slr,18.1,,,3.2,5207.41,"{'www.ebay.com//42684', 'www.ebay.com//47582', 'www.shopbot.com.au//1459', 'www.ebay.com//52857', 'www.shopbot.com.au//1389', 'www.shopmania.in//1272', 'www.ebay.com//53561', 'www.ebay.com//48039', 'cammarkt.com//93', 'www.eglobalcentral.co.uk//321', 'www.ebay.com//43502', 'www.shopbot.com.au//1235', 'www.ebay.com//53457', 'www.shopbot.com.au//1215', 'www.ebay.com//59877', 'www.ebay.com//23941', 'www.ebay.com//44752', 'www.ebay.com//46563', 'www.ebay.com//58474', 'www.ebay.com//53987', 'www.ebay.com//53060', 'www.ebay.com//46937', 'www.ebay.com//42305', 'www.ebay.com//46904', 'www.ebay.com//54888', 'www.ebay.com//24918', 'www.ebay.com//53875', 'www.ebay.com//44342', 'www.ebay.com//53494', 'www.shopbot.com.au//370', 'www.ebay.com//43488', 'www.ebay.com//46182', 'www.ebay.com//53775', 'buy.net//6698', 'www.gosale.com//1399', 'www.ebay.com//42345', 'www.pricedekho.com//1214', 'www.ebay.com//45739', 'www.ebay.com//54717', 'www.buzzillions.com//2650', 'www.ebay.com//55897', 'www.ebay.com//24461', 'www.ebay.com//44996', 'www.ebay.com//57433', 'www.ebay.com//54303'}"
canon,1ds,digital slr,11.1,,,2.0,,"{'www.ebay.com//55568', 'www.ebay.com//59863', 'www.ebay.com//56006'}"
canon,1ds mark iii,digital slr,21.1,,,3.0,,"{'www.ebay.com//58689', 'www.ebay.com//47064', 'www.ebay.com//58608', 'www.ebay.com//48289', 'www.ebay.com//58586', 'www.shopbot.com.au//1338', 'www.ebay.com//55987', 'www.ebay.com//47723', 'www.ebay.com//52933', 'www.ebay.com//46886'}"
canon,1dx,digital slr,18.1,,,3.2,,"{'www.garricks.com.au//81', 'www.ebay.com//54260', 'www.ebay.com//44613', 'www.price-hunt.com//9670', 'www.ebay.com//56237', 'www.ebay.com//56326', 'www.ebay.com//53090', 'www.ebay.com//24285', 'www.ebay.com//55363', 'www.ebay.com//46661', 'www.mypriceindia.com//100', 'www.ebay.com//24958', 'www.ebay.com//55151', 'www.priceme.co.nz//72', 'www.ebay.com//25095', 'www.ebay.com//59332'}"
canon,1n,digital slr,2.0,,,1.8,,"{'www.ebay.com//59560', 'www.ebay.com//59866'}"
canon,2.8l,NULL,,,,,,"{'www.eglobalcentral.co.uk//736', 'www.eglobalcentral.co.uk//184', 'www.eglobalcentral.co.uk//25', 'www.eglobalcentral.co.uk//243', 'www.eglobalcentral.co.uk//291', 'www.eglobalcentral.co.uk//272', 'www.eglobalcentral.co.uk//21'}"
canon,20 d,NULL,,,,,,{'www.ebay.com//47123'}
canon,20d,digital slr,8.2,,,1.8,1793.98,"{'www.ebay.com//24280', 'www.ebay.com//45665', 'www.ebay.com//41880', 'www.ebay.com//46216', 'www.ebay.com//42074', 'www.ebay.com//24016', 'www.ebay.com//24608', 'www.ebay.com//46613', 'www.ebay.com//54776', 'www.ebay.com//60293', 'www.ebay.com//56203', 'www.gosale.com//449', 'www.ebay.com//54524', 'www.ebay.com//24291', 'cammarkt.com//266', 'www.ebay.com//60848', 'www.ebay.com//52840', 'www.ebay.com//45226', 'www.ebay.com//59096', 'www.ebay.com//54077', 'www.ebay.com//44429', 'www.ebay.com//43830', 'cammarkt.com//413', 'www.ebay.com//55526', 'www.ebay.com//56231', 'www.ebay.com//41954', 'www.ebay.com//59228', 'www.ebay.com//52800', 'www.ebay.com//48059', 'www.ebay.com//53498', 'www.ebay.com//60131', 'www.ebay.com//54361', 'www.ebay.com//44670', 'www.ebay.com//53474', 'cammarkt.com//35', 'www.ebay.com//55148', 'www.ebay.com//24362', 'www.ebay.com//56033', 'www.ebay.com//42912', 'www.ebay.com//53026', 'www.ebay.com//42668', 'www.ebay.com//43683', 'www.ebay.com//59660', 'www.ebay.com//56931', 'www.ebay.com//55465', 'www.ebay.com//44028', 'www.ebay.com//45706', 'www.gosale.com//440'}"
canon,270ex,NULL,,,,,,{'www.eglobalcentral.co.uk//179'}
canon,2l,NULL,,,,,,"{'www.eglobalcentral.co.uk//512', 'www.eglobalcentral.co.uk//241'}"
canon,3.5-4.5 dx,NULL,,,,,,{'www.eglobalcentral.co.uk//507'}
canon,3.5-5.6l,NULL,,,,,,{'www.eglobalcentral.co.uk//225'}
canon,3.5l,NULL,,,,,,"{'www.eglobalcentral.co.uk//232', 'www.eglobalcentral.co.uk//670'}"
canon,300 d,digital slr,6.5,1.0,,,,{'www.ebay.com//46863'}
canon,300d,digital slr,6.3,,,1.8,,"{'www.ebay.com//46087', 'www.ebay.com//54558', 'www.ebay.com//56512', 'www.ebay.com//47800', 'www.ebay.com//59294', 'www.ebay.com//55625', 'www.ebay.com//45596', 'www.ebay.com//42253', 'www.ebay.com//59463', 'www.ebay.com//43710', 'www.ebay.com//48201', 'www.ebay.com//42405', 'www.ebay.com//59702', 'www.ebay.com//44115', 'www.ebay.com//48167', 'www.ebay.com//25145', 'www.ebay.com//56197', 'www.ebay.com//46499', 'www.ebay.com//54240', 'www.ebay.com//43437'}"
canon,300d,digital slr,6.3,,,1.8,,{'www.ebay.com//53416'}
canon,300d,digital slr,6.3,,,1.8,,{'www.ebay.com//55065'}
canon,30d,digital slr,8.2,,,2.5,,"{'www.ebay.com//46052', 'www.ebay.com//46589', 'www.ebay.com//46418', 'cammarkt.com//149', 'www.ebay.com//47444', 'www.ebay.com//48523', 'www.ebay.com//55530', 'www.ebay.com//59458', 'www.ebay.com//56266', 'www.ebay.com//54191', 'www.ebay.com//52647', 'www.ebay.com//44363', 'www.ebay.com//24182', 'www.ebay.com//59430', 'www.ebay.com//53935', 'www.ebay.com//42827', 'www.ebay.com//42341', 'cammarkt.com//273', 'www.ebay.com//52883', 'www.ebay.com//53970', 'www.ebay.com//53340', 'www.ebay.com//42610', 'www.ebay.com//60684', 'www.ebay.com//53870', 'www.ebay.com//47492', 'www.ebay.com//57022', 'www.ebay.com//53356', 'www.ebay.com//54598', 'www.ebay.com//56238', 'www.ebay.com//42169', 'www.ebay.com//54073', 'www.ebay.com//53128', 'www.ebay.com//45617', 'www.ebay.com//60438'}"
canon,310hs,point & shoot,12.1,4.4,4.0,3.0,,"{'www.ebay.com//55900', 'www.ebay.com//59004'}"
canon,320ex,NULL,,,,,,{'www.eglobalcentral.co.uk//39'}
canon,350d,digital slr,8.0,,,1.8,,"{'www.ebay.com//60831', 'www.ebay.com//60621', 'www.ebay.com//56603', 'www.ebay.com//46443', 'www.ebay.com//54067'}"
canon,350d,NULL,,,,,,{'www.ebay.com//55983'}
canon,4-5.6l,NULL,,,,,,{'www.eglobalcentral.co.uk//77'}
canon,4.5-5.6l,NULL,,,,,,{'www.eglobalcentral.co.uk//354'}
canon,40 d,digital slr,10.1,,,,,{'www.ebay.com//46514'}
canon,400d,digital slr,10.1,,,,,"{'www.ebay.com//45858', 'www.ebay.com//47562', 'www.priceme.co.nz//2365', 'www.ebay.com//41913', 'www.ebay.com//60027'}"
canon,40d,digital slr,10.1,,,3.0,1586.97,"{'www.ebay.com//54742', 'www.ebay.com//59733', 'www.ebay.com//24463', 'www.ebay.com//46657', 'www.ebay.com//44800', 'www.ebay.com//43192', 'www.ebay.com//45544', 'www.ebay.com//53359', 'www.ebay.com//48247', 'www.ebay.com//57936', 'www.ebay.com//54171', 'www.ebay.com//56152', 'www.ebay.com//24388', 'www.ebay.com//53092', 'www.ebay.com//54681', 'www.ebay.com//42091', 'www.ebay.com//46611', 'www.ebay.com//55514', 'www.ebay.com//47692', 'www.gosale.com//1374', 'www.ebay.com//47973', 'www.ebay.com//44788', 'www.ebay.com//53264', 'www.ebay.com//25111', 'www.ebay.com//59980', 'www.ebay.com//59045', 'www.ebay.com//47639', 'www.ebay.com//52727', 'www.ebay.com//54059', 'www.ebay.com//59710', 'www.ebay.com//47445', 'www.ebay.com//46768', 'cammarkt.com//176', 'www.ebay.com//55600', 'www.ebay.com//60254', 'www.alibaba.com//34549', 'www.ebay.com//48655', 'www.ebay.com//52754', 'www.ebay.com//59603', 'www.ebay.com//46704', 'www.ebay.com//43617', 'www.ebay.com//60408', 'www.ebay.com//58756', 'www.ebay.com//54643', 'www.ebay.com//53372', 'www.ebay.com//60245', 'www.ebay.com//56109', 'www.ebay.com//42226', 'www.ebay.com//44930', 'www.ebay.com//55872', 'www.ebay.com//57188', 'www.ebay.com//47272', 'www.ebay.com//55633', 'www.ebay.com//59048', 'www.buzzillions.com//864', 'www.gosale.com//737', 'www.ebay.com//60482', 'www.ebay.com//56834', 'www.ebay.com//42339', 'www.ebay.com//60743', 'www.ebay.com//42561', 'www.ebay.com//57264', 'www.ebay.com//42710', 'www.ebay.com//44834', 'www.ebay.com//44808'}"
canon,450d,digital slr,12.0,,,3.0,,"{'www.ebay.com//44721', 'www.ebay.com//54922'}"
canon,4608 x,compact camera,16.0,,4.0,,,{'buy.net//5409'}
canon,4608 x,compact camera,16.0,,4.0,,,{'buy.net//5467'}
canon,4608 x,compact camera,16.0,,4.0,,,{'buy.net//5581'}
canon,4608 x,compact camera,16.0,,4.0,,,{'buy.net//5956'}
canon,4608 x,compact camera,16.0,,4.0,,,{'buy.net//6358'}
canon,4608 x,compact camera,16.0,,4.0,,,{'buy.net//6612'}
canon,4608 x,compact camera,16.0,,4.0,,,{'buy.net//6675'}
canon,4l,NULL,,,,,,"{'www.eglobalcentral.co.uk//32', 'www.eglobalcentral.co.uk//41', 'www.eglobalcentral.co.uk//721', 'www.eglobalcentral.co.uk//388', 'www.eglobalcentral.co.uk//548', 'www.eglobalcentral.co.uk//47', 'www.ebay.com//56167', 'www.eglobalcentral.co.uk//464', 'www.eglobalcentral.co.uk//314', 'www.eglobalcentral.co.uk//613', 'www.eglobalcentral.co.uk//478', 'www.eglobalcentral.co.uk//646'}"
canon,5 d mark 2,digital slr,,,,,,{'www.ebay.com//55226'}
canon,5.6l,NULL,,,,,,"{'www.eglobalcentral.co.uk//292', 'www.eglobalcentral.co.uk//504'}"
canon,500d,NULL,,,,,199.83,"{'www.ebay.com//60182', 'www.alibaba.com//33936', 'www.ebay.com//44245', 'www.pricedekho.com//1145', 'www.alibaba.com//29139', 'www.shopbot.com.au//1585', 'www.alibaba.com//37781', 'www.ebay.com//54900', 'www.shopmania.in//885', 'www.alibaba.com//29630', 'www.ebay.com//42513', 'www.alibaba.com//28838', 'www.ebay.com//59511', 'www.ebay.com//24645'}"
canon,50d,digital slr,15.1,,,3.0,1656.0,"{'www.ebay.com//56021', 'www.ebay.com//59474', 'www.ebay.com//47455', 'www.ebay.com//53630', 'www.ebay.com//44142', 'www.ebay.com//44958', 'www.ebay.com//43797', 'www.ebay.com//53577', 'www.ebay.com//60087', 'www.ebay.com//48729', 'www.ebay.com//55925', 'www.ebay.com//42534', 'www.ebay.com//42958', 'www.ebay.com//56921', 'cammarkt.com//382', 'www.ebay.com//56951', 'www.gosale.com//952', 'www.ebay.com//45093', 'www.ebay.com//47474', 'www.ebay.com//56558', 'www.ebay.com//57483', 'www.ebay.com//44351', 'www.ebay.com//58573', 'www.ebay.com//55209', 'www.ebay.com//56589', 'www.ebay.com//41916', 'www.ebay.com//59107', 'www.ebay.com//45038', 'www.ebay.com//60226', 'www.ebay.com//48183', 'www.ebay.com//56917', 'www.ebay.com//58693', 'www.gosale.com//902', 'www.ebay.com//58613', 'www.ebay.com//46736', 'www.ebay.com//59165', 'www.ebay.com//59824', 'www.ebay.com//42219', 'www.ebay.com//53028', 'www.ebay.com//24577', 'www.ebay.com//46546', 'www.ebay.com//59307', 'www.ebay.com//47271', 'www.buzzillions.com//2810', 'www.buzzillions.com//2173'}"
